temperature,vibration,voltage,usage,failure
72.48357076505616,12.798710873172004,213.24821725025618,818.7402294840508,1
69.30867849414408,11.849267365825538,218.5548132928448,983.567206513663,1
73.23844269050346,10.119260739840348,212.0758007900004,259.670838950414,0
77.61514928204012,8.706126444588852,216.92038470360959,969.7236327979771,1
68.82923312638331,11.39644662722718,201.06385333046214,431.2338697915579,0
68.8293152152541,10.7869707708435,222.13293707372938,347.51879531375465,0
77.89606407753696,11.790386440055464,220.01205475362224,50.34952696935324,1
73.83717364576455,11.270343603363939,211.8291136893181,52.76525785960262,0
67.65262807032524,12.09910543063867,226.59245668432405,692.0112559466547,1
72.71280021792982,8.929529576878863,229.3757013762656,457.9289944340279,1
67.68291153593769,12.634788131268651,203.92440135631026,226.52162603610572,1
67.67135123214871,10.3951992093848,212.37275221433785,613.9703063252326,0
71.20981135783018,14.150521745250531,212.308576502127,252.85811825011118,1
60.43359877671101,8.621624363820864,210.60096898891135,577.6317543444226,0
61.375410837434835,13.4719276063305,228.29474841931747,359.20874698269034,1
67.18856235379513,10.395821566925296,218.06173861227197,823.552226611819,1
64.93584439832789,8.697163992771102,217.3548515868939,820.6961607667793,0
71.57123666297637,9.032228331891357,199.96137635593246,477.3503981224013,0
65.45987962239394,9.35930538361136,226.35418030209226,350.8191093350156,0
62.93848149332354,10.848331892803833,207.60741605146526,362.55979655909454,0
77.32824384460777,11.045670976071,220.5993263026633,805.7145256682179,0
68.87111849756732,8.852599992122842,222.77376937958192,328.179482797612,1
70.33764102343962,9.951290815478034,233.60658595838652,209.05937370684603,1
62.87625906893272,14.284540717223727,206.9117960088089,84.68834187530683,1
67.27808637737408,13.455086340201422,189.80487844179174,466.6931208844084,1
70.55461294854933,10.872647339348065,221.83849544753696,482.1320989198419,0
64.24503211288848,10.0760069563364,238.00511181510853,840.9087104029071,1
71.87849009172837,10.240062653436523,232.38946352939436,221.23869644606398,1
66.99680655040598,11.227035945460834,222.09659415274626,380.9912736683999,0
68.54153125103362,7.954414869603189,215.08363814367954,808.4057388936909,0
66.99146693885301,9.48524692515331,228.0712259663731,823.6236107489735,1
79.26139092254469,6.662831852244821,210.2645380029553,384.6110759787682,0
69.93251387631032,10.798446245210558,224.76357769356218,459.1240232866809,0
64.71144535522049,11.294391879405483,225.05470159166626,303.2858908492829,0
74.11272456051594,9.033627075401252,230.60209907498879,932.5548784193121,1
63.89578175014489,13.147973526580065,247.5966003891108,118.64376574158031,1
71.04431797502377,7.548468673995318,223.92415967178766,933.7494230014701,1
60.201649380601125,7.07125023958036,214.910363742925,683.8664518353432,0
63.359069755507846,10.448903637119944,219.74425687808005,531.5721526867312,0
70.98430617934562,12.094196605224308,202.30924095110882,32.65906078449588,1
73.69233289997705,13.367855382915737,213.05286868910943,475.5961918220083,1
70.85684140594985,9.08223147426212,215.90717561886896,407.7481050027323,0
69.4217585880588,12.157361666862592,214.75911602065406,161.21881197512255,1
68.49448152205356,9.922983060998586,221.52354872033723,656.4096035006569,0
62.60739004816286,9.65474540011836,211.775800676178,971.1509073682857,1
66.40077895802645,11.767319874973344,231.2103066732447,562.1888110645251,1
67.69680614520107,11.30464575682684,220.00207064918197,714.7532764439458,0
75.28561113109458,6.847215686031501,219.90699678861387,68.45045256601678,1
71.71809144784231,12.953080699451792,216.72105283487082,417.66699581699476,1
61.18479922318633,12.760182708294902,221.5519068385898,116.35848516449587,1
71.62041984697397,8.748874596980942,228.25098264667633,612.7958355365104,0
68.07458859791842,10.791607066874818,211.328697842891,938.4821582141545,1
66.6153899984702,10.988060372565478,213.41883510924742,661.7777324716385,0
73.05838144420434,10.521347531647814,216.96273971223334,76.80304831442153,0
75.15499761247976,8.89938969230916,206.54129076526786,354.66620498508286,1
74.65640059558099,8.656753264123896,211.80742140278502,550.6633794408515,0
65.80391238388681,9.94889185801711,215.2377912645534,403.2077561332522,0
68.45393812074393,12.345458038518728,228.74389180712728,833.6440104751723,1
71.65631715701782,11.087200309188864,222.62561329001926,814.6710047099892,1
74.8777256356118,9.258771335827788,221.93589911367545,611.8310201032215,0
67.60412881077355,11.543397421296689,228.5089796216797,373.4579451327053,0
69.07170511668092,4.302914758739849,218.62628211600602,255.33637376324413,0
64.46832512996986,12.297531400744207,223.9046484992889,105.87431821312931,1
64.01896687959665,6.5205724424438,218.96778247067505,354.89768348655406,0
74.06262911197099,9.275118117193736,222.6536234939963,413.1725172077195,0
76.78120014285412,7.760660210747712,214.17241342388417,675.8229251040736,1
69.63994939209833,7.410637048558188,195.6118284172357,658.1598242975734,0
75.01766448946012,12.32165357475704,218.65720837813697,70.10813964125695,1
71.80818012523817,9.064597597376217,234.2274813609994,395.2593154311578,1
66.77440122697438,10.69300776346143,229.26215402241593,181.77886721736192,0
71.80697802754207,9.906158842241632,229.6539748459117,156.81270531680568,0
77.69018283232984,10.954081654446243,232.36130721806217,827.3021497372459,1
69.82086980445024,10.153643782120511,220.88657590961438,41.91521671625753,1
77.82321827907003,7.434015551622861,221.97315707405596,419.18287590212134,1
56.901274479551276,11.99253363889428,213.8234810456565,168.20365576651818,0
74.10951252187611,9.012486833677375,216.83927143972952,879.330215678474,1
70.43523534119086,6.886836202680498,226.1577114977114,557.0405132750351,0
68.50496324767066,9.143769678068175,232.03884437168816,231.38063637684803,1
70.45880388267751,13.00151958126862,218.60553724319,502.4272871663764,1
60.06215542699554,11.700443484226986,215.49810735148588,731.4863597031158,1
68.90164056081244,9.302695731184281,220.00527958856597,958.1180089194338,1
